Time,Sound Velocity ,Pressure,Depth,Temperature,Conductivity ,Salinity,Potential Temperature ,Oxygen [mg/l],"Oxygen, [umol/Kg]",Density
226.5,1488.19,22.171,21.965,11.0465,34.299197,30.2585,11.044,4.25836,130.074,1023.1786
226.75,1488.19,22.157,21.951,11.0464,34.298344,30.2578,11.0438,4.27045,130.443,1023.178
227,1488.19,22.144,21.938,11.0463,34.29749,30.257,11.0438,4.27678,130.636,1023.1774
227.25,1488.18,22.129,21.923,11.0459,34.297307,30.2572,11.0434,4.28684,130.944,1023.1775
227.5,1488.18,22.113,21.907,11.0457,34.297307,30.2574,11.0432,4.29076,131.063,1023.1776
227.75,1488.18,22.093,21.888,11.0455,34.296881,30.2571,11.043,4.29708,131.257,1023.1773
228,1488.18,22.072,21.867,11.0452,34.296881,30.2573,11.0427,4.30184,131.402,1023.1775
228.25,1488.18,22.043,21.838,11.045,34.297307,30.258,11.0424,4.30641,131.541,1023.1779
228.5,1488.18,22.008,21.804,11.0449,34.296637,30.2574,11.0424,4.30783,131.585,1023.1773
228.75,1488.18,21.972,21.767,11.045,34.29749,30.2581,11.0425,4.31653,131.851,1023.1777
229,1488.18,21.938,21.734,11.0453,34.296454,30.2569,11.0428,4.32779,132.195,1023.1765
229.25,1488.18,21.914,21.71,11.0452,34.296027,30.2566,11.0427,4.32805,132.203,1023.1762
229.5,1488.18,21.899,21.696,11.0452,34.295844,30.2565,11.0426,4.35184,132.929,1023.176
229.75,1488.18,21.89,21.686,11.0448,34.295174,30.2561,11.0423,4.36947,133.468,1023.1757
230,1488.18,21.88,21.676,11.0448,34.295174,30.2561,11.0423,4.3663,133.371,1023.1757
230.25,1488.17,21.864,21.661,11.0446,34.294991,30.2561,11.042,4.37679,133.691,1023.1757
230.5,1488.17,21.84,21.637,11.0444,34.294991,30.2563,11.0419,4.37609,133.67,1023.1757
230.75,1488.17,21.812,21.609,11.0445,34.295173,30.2564,11.042,4.37197,133.544,1023.1757
231,1488.17,21.782,21.58,11.0446,34.295173,30.2563,11.042,4.38003,133.79,1023.1755
231.25,1488.17,21.755,21.553,11.0447,34.29371,30.2548,11.0422,4.38723,134.01,1023.1742
231.5,1488.17,21.728,21.527,11.0446,34.293284,30.2545,11.0421,4.38658,133.991,1023.1738
231.75,1488.17,21.705,21.503,11.0444,34.29371,30.2551,11.0419,4.40085,134.426,1023.1742
232,1488.17,21.682,21.48,11.0444,34.29371,30.2551,11.0419,4.40849,134.66,1023.1741
232.25,1488.17,21.659,21.458,11.0444,34.293101,30.2545,11.0419,4.4157,134.88,1023.1735
232.5,1488.17,21.636,21.435,11.0444,34.293101,30.2545,11.0419,4.42934,135.297,1023.1735
232.75,1488.17,21.611,21.41,11.0442,34.293283,30.2548,11.0417,4.43893,135.59,1023.1736
233,1488.17,21.588,21.388,11.044,34.2931,30.2548,11.0415,4.44662,135.825,1023.1735
233.25,1488.17,21.571,21.37,11.044,34.292857,30.2547,11.0415,4.45919,136.209,1023.1733
233.5,1488.17,21.559,21.359,11.044,34.292674,30.2544,11.0415,4.47306,136.632,1023.1731
233.75,1488.16,21.548,21.348,11.044,34.29182,30.2537,11.0415,4.48735,137.069,1023.1725
234,1488.16,21.531,21.33,11.0438,34.291638,30.2537,11.0413,4.49382,137.266,1023.1724
234.25,1488.16,21.501,21.301,11.0436,34.291638,30.2538,11.0411,4.504,137.577,1023.1724
234.5,1488.16,21.459,21.26,11.0436,34.29182,30.254,11.0411,4.50501,137.608,1023.1724
234.75,1488.16,21.414,21.215,11.0437,34.29054,30.2527,11.0412,4.51119,137.797,1023.1711
235,1488.16,21.381,21.182,11.0438,34.29054,30.2526,11.0413,4.51835,138.016,1023.1709
235.25,1488.16,21.366,21.168,11.044,34.291393,30.2533,11.0415,4.52138,138.108,1023.1713
235.5,1488.16,21.365,21.167,11.0442,34.290967,30.2527,11.0417,4.52565,138.239,1023.1709
235.75,1488.16,21.364,21.165,11.0441,34.29182,30.2536,11.0416,4.53541,138.537,1023.1716
236,1488.16,21.348,21.15,11.0435,34.290784,30.2531,11.0411,4.55212,139.047,1023.1712
236.25,1488.16,21.318,21.12,11.0436,34.290784,30.253,11.0411,4.56229,139.358,1023.171
236.5,1488.16,21.279,21.082,11.0433,34.290357,30.2528,11.0409,4.58221,139.966,1023.1707
236.75,1488.15,21.242,21.045,11.0435,34.289077,30.2515,11.041,4.58767,140.133,1023.1695
237,1488.16,21.218,21.021,11.0439,34.289321,30.2514,11.0414,4.59097,140.234,1023.1692
237.25,1488.16,21.202,21.005,11.0442,34.288894,30.2508,11.0417,4.59789,140.445,1023.1686
237.5,1488.16,21.188,20.991,11.0444,34.289503,30.2512,11.0419,4.59821,140.455,1023.1688
237.75,1488.16,21.169,20.972,11.0443,34.28993,30.2517,11.0418,4.59581,140.382,1023.1691
238,1488.16,21.144,20.947,11.0442,34.289747,30.2516,11.0417,4.59558,140.375,1023.169
238.25,1488.16,21.118,20.922,11.0441,34.28993,30.2519,11.0416,4.59999,140.51,1023.1691
238.5,1488.15,21.095,20.899,11.044,34.289503,30.2516,11.0415,4.58703,140.114,1023.1688
238.75,1488.15,21.072,20.877,11.0438,34.288894,30.2511,11.0414,4.62039,141.133,1023.1683
239,1488.15,21.047,20.851,11.0438,34.289076,30.2513,11.0414,4.62646,141.318,1023.1684
239.25,1488.15,21.019,20.824,11.044,34.288467,30.2506,11.0415,4.63666,141.63,1023.1677
239.5,1488.15,20.991,20.796,11.0444,34.288467,30.2503,11.0419,4.64282,141.818,1023.1672
239.75,1488.15,20.969,20.774,11.0449,34.288893,30.2502,11.0425,4.65138,142.08,1023.167
240,1488.15,20.956,20.761,11.0449,34.288467,30.2498,11.0425,4.65337,142.14,1023.1666
240.25,1488.15,20.948,20.754,11.0448,34.288466,30.2499,11.0424,4.65047,142.052,1023.1667
240.5,1488.15,20.935,20.741,11.0446,34.28804,30.2497,11.0421,4.6467,141.937,1023.1665
240.75,1488.15,20.911,20.717,11.0444,34.287857,30.2497,11.0419,4.64897,142.006,1023.1664
241,1488.15,20.875,20.681,11.0444,34.288893,30.2507,11.042,4.65927,142.321,1023.167
241.25,1488.15,20.835,20.641,11.0444,34.289319,30.2512,11.0419,4.66583,142.521,1023.1672
241.5,1488.15,20.802,20.608,11.0448,34.288222,30.2498,11.0424,4.66845,142.601,1023.1659
241.75,1488.15,20.782,20.589,11.0454,34.288466,30.2495,11.043,4.68121,142.991,1023.1655
242,1488.15,20.773,20.58,11.0457,34.288222,30.2491,11.0432,4.6892,143.235,1023.1651
242.25,1488.15,20.765,20.572,11.0455,34.28743,30.2484,11.0431,4.6941,143.385,1023.1645
242.5,1488.15,20.749,20.556,11.0452,34.287003,30.2482,11.0428,4.68887,143.225,1023.1644
242.75,1488.15,20.722,20.53,11.0446,34.287613,30.2494,11.0422,4.69126,143.298,1023.1653
243,1488.15,20.69,20.498,11.0447,34.288222,30.2499,11.0423,4.68907,143.231,1023.1655
243.25,1488.15,20.657,20.465,11.0448,34.287856,30.2495,11.0424,4.69075,143.282,1023.165
243.5,1488.15,20.631,20.439,11.0451,34.287612,30.249,11.0427,4.68894,143.227,1023.1644
243.75,1488.15,20.61,20.418,11.0456,34.288039,30.249,11.0432,4.68591,143.134,1023.1643
244,1488.15,20.592,20.401,11.0457,34.287856,30.2487,11.0433,4.6921,143.323,1023.164
244.25,1488.15,20.573,20.382,11.0459,34.287185,30.2479,11.0435,4.6976,143.492,1023.1632
244.5,1488.15,20.552,20.361,11.0461,34.287429,30.248,11.0437,4.7072,143.785,1023.1631
244.75,1488.15,20.53,20.339,11.0463,34.287185,30.2476,11.0439,4.70477,143.711,1023.1628
245,1488.15,20.498,20.307,11.0459,34.287429,30.2482,11.0435,4.71005,143.872,1023.1631
245.25,1488.15,20.457,20.267,11.0456,34.287185,30.2482,11.0432,4.70545,143.731,1023.163
245.5,1488.15,20.403,20.213,11.0461,34.287185,30.2478,11.0438,4.70594,143.746,1023.1623
245.75,1488.15,20.35,20.161,11.0469,34.287306,30.2473,11.0445,4.70498,143.717,1023.1616
246,1488.15,20.296,20.108,11.0473,34.287428,30.2471,11.045,4.69996,143.564,1023.1611
246.25,1488.15,20.242,20.054,11.0475,34.287428,30.247,11.0451,4.69851,143.519,1023.1607
246.5,1488.15,20.183,19.996,11.0477,34.286757,30.2462,11.0453,4.70376,143.68,1023.1598
246.75,1488.14,20.12,19.934,11.0475,34.28633,30.246,11.0451,4.70414,143.692,1023.1594
247,1488.14,20.056,19.87,11.0475,34.285721,30.2453,11.0452,4.70628,143.757,1023.1586
247.25,1488.14,19.994,19.808,11.0478,34.285294,30.2447,11.0455,4.71274,143.954,1023.1578
247.5,1488.14,19.935,19.75,11.0482,34.285538,30.2447,11.0458,4.71123,143.908,1023.1575
247.75,1488.14,19.877,19.693,11.0483,34.285294,30.2444,11.046,4.71203,143.933,1023.1569
248,1488.14,19.82,19.636,11.0484,34.28572,30.2447,11.0461,4.71062,143.89,1023.1569
248.25,1488.14,19.758,19.575,11.0481,34.285537,30.2448,11.0458,4.71293,143.96,1023.1568
248.5,1488.14,19.693,19.51,11.048,34.285293,30.2447,11.0457,4.71963,144.165,1023.1564
248.75,1488.14,19.628,19.446,11.0485,34.28444,30.2435,11.0462,4.7325,144.558,1023.155
249,1488.14,19.568,19.387,11.0491,34.284013,30.2426,11.0468,4.7406,144.806,1023.154
249.25,1488.14,19.514,19.333,11.0497,34.284013,30.2421,11.0475,4.74855,145.049,1023.1532
249.5,1488.14,19.464,19.283,11.0501,34.284256,30.242,11.0479,4.75579,145.27,1023.1529
249.75,1488.14,19.41,19.23,11.0502,34.284256,30.242,11.0479,4.75891,145.365,1023.1526
250,1488.14,19.349,19.17,11.0501,34.284439,30.2422,11.0479,4.7624,145.472,1023.1525
250.25,1488.13,19.285,19.106,11.0501,34.283646,30.2415,11.0479,4.7517,145.145,1023.1517
250.5,1488.13,19.222,19.043,11.0502,34.283219,30.241,11.048,4.74772,145.023,1023.151
250.75,1488.13,19.16,18.982,11.0505,34.282975,30.2405,11.0483,4.74201,144.849,1023.1503
251,1488.13,19.102,18.924,11.0509,34.283219,30.2405,11.0487,4.742,144.849,1023.15
251.25,1488.13,19.041,18.864,11.051,34.283219,30.2404,11.0488,4.74277,144.872,1023.1496
251.5,1488.13,18.976,18.8,11.051,34.283401,30.2406,11.0488,4.74919,145.068,1023.1495
251.75,1488.13,18.91,18.735,11.0508,34.282974,30.2404,11.0486,4.74385,144.905,1023.149
252,1488.13,18.845,18.67,11.0509,34.282791,30.2402,11.0487,4.74292,144.877,1023.1486
252.25,1488.13,18.786,18.612,11.0512,34.282365,30.2395,11.049,4.74388,144.906,1023.1477
252.5,1488.13,18.734,18.56,11.0513,34.282364,30.2395,11.0492,4.7445,144.925,1023.1474
252.75,1488.13,18.684,18.511,11.0515,34.282547,30.2395,11.0493,4.74283,144.874,1023.1472
253,1488.13,18.632,18.459,11.0515,34.282547,30.2395,11.0494,4.73868,144.747,1023.1469
253.25,1488.12,18.574,18.402,11.0515,34.282547,30.2396,11.0493,4.7439,144.907,1023.1467
253.5,1488.12,18.512,18.34,11.0515,34.28279,30.2398,11.0493,4.7415,144.834,1023.1467
253.75,1488.12,18.442,18.271,11.0515,34.28212,30.2392,11.0494,4.74913,145.067,1023.1458
254,1488.12,18.372,18.202,11.0518,34.281327,30.2382,11.0497,4.75509,145.249,1023.1447
254.25,1488.12,18.303,18.133,11.0524,34.280474,30.2369,11.0503,4.74841,145.045,1023.1432
254.5,1488.12,18.239,18.07,11.0532,34.280473,30.2362,11.0511,4.75187,145.151,1023.1423
254.75,1488.12,18.183,18.015,11.0537,34.280656,30.236,11.0516,4.75541,145.259,1023.1418
255,1488.12,18.131,17.963,11.0538,34.280473,30.2358,11.0517,4.75327,145.194,1023.1414
255.25,1488.12,18.079,17.912,11.0539,34.280473,30.2357,11.0518,4.75391,145.213,1023.1411
255.5,1488.12,18.024,17.857,11.0541,34.280473,30.2357,11.052,4.76209,145.463,1023.1407
255.75,1488.12,17.966,17.799,11.0544,34.280229,30.2352,11.0523,4.76299,145.491,1023.14
256,1488.12,17.906,17.74,11.0546,34.280228,30.235,11.0525,4.77218,145.771,1023.1396
256.25,1488.12,17.846,17.681,11.0546,34.280228,30.235,11.0525,4.7786,145.968,1023.1394
256.5,1488.12,17.788,17.623,11.0546,34.279862,30.2347,11.0525,4.78532,146.173,1023.1388
256.75,1488.12,17.727,17.563,11.0548,34.280045,30.2347,11.0527,4.78999,146.315,1023.1386
257,1488.12,17.662,17.498,11.0551,34.279435,30.2339,11.053,4.79626,146.507,1023.1376
257.25,1488.12,17.593,17.429,11.0557,34.279862,30.2339,11.0536,4.79905,146.592,1023.1371
257.5,1488.12,17.522,17.36,11.0559,34.279435,30.2333,11.0539,4.79805,146.562,1023.1363
257.75,1488.11,17.457,17.295,11.0562,34.278338,30.2321,11.0541,4.81095,146.956,1023.135
258,1488.12,17.397,17.236,11.057,34.278338,30.2314,11.055,4.81617,147.116,1023.134
258.25,1488.12,17.343,17.182,11.0574,34.279008,30.2317,11.0554,4.81298,147.018,1023.134
258.5,1488.11,17.292,17.132,11.0572,34.278764,30.2317,11.0552,4.81382,147.044,1023.1338
258.75,1488.11,17.242,17.082,11.057,34.278764,30.2318,11.055,4.81769,147.162,1023.1337
259,1488.11,17.188,17.029,11.0573,34.278581,30.2315,11.0553,4.8175,147.156,1023.1331
259.25,1488.11,17.129,16.97,11.0576,34.278154,30.2308,11.0556,4.81333,147.029,1023.1323
259.5,1488.11,17.063,16.905,11.0581,34.277971,30.2302,11.0561,4.82257,147.311,1023.1315
259.75,1488.11,16.993,16.835,11.0589,34.277117,30.2288,11.0569,4.82344,147.338,1023.1299
260,1488.11,16.923,16.766,11.0601,34.27669,30.2274,11.0581,4.83278,147.624,1023.1283
260.25,1488.11,16.856,16.7,11.0609,34.276873,30.227,11.0589,4.84272,147.927,1023.1275
260.5,1488.11,16.798,16.642,11.0612,34.277116,30.227,11.0592,4.85375,148.264,1023.1272
260.75,1488.11,16.749,16.593,11.061,34.27608,30.2262,11.059,4.85971,148.446,1023.1264
261,1488.11,16.702,16.547,11.0619,34.275227,30.2246,11.06,4.85357,148.259,1023.1248
261.25,1488.11,16.65,16.495,11.0636,34.273521,30.2215,11.0617,4.88216,149.133,1023.1219
261.5,1488.12,16.586,16.432,11.0665,34.272058,30.2177,11.0646,4.87745,148.989,1023.1181
261.75,1488.12,16.514,16.361,11.0696,34.269742,30.213,11.0677,4.88294,149.158,1023.1136
262,1488.13,16.443,16.291,11.0716,34.270716,30.2123,11.0697,4.88346,149.174,1023.1124
262.25,1488.13,16.381,16.229,11.0722,34.27035,30.2115,11.0703,4.89254,149.451,1023.1114
262.5,1488.13,16.328,16.176,11.072,34.27102,30.2123,11.0701,4.90071,149.701,1023.1118
262.75,1488.12,16.279,16.128,11.0714,34.27035,30.2122,11.0695,4.91467,150.127,1023.1116
263,1488.12,16.224,16.073,11.0717,34.26974,30.2114,11.0698,4.93398,150.717,1023.1107
263.25,1488.13,16.158,16.008,11.0728,34.269984,30.2108,11.0709,4.94281,150.987,1023.1097
263.5,1488.13,16.086,15.937,11.0728,34.270593,30.2114,11.0709,4.96388,151.63,1023.1099
263.75,1488.12,16.016,15.867,11.0724,34.270166,30.2113,11.0705,4.98302,152.215,1023.1096
264,1488.12,15.955,15.807,11.0721,34.270166,30.2116,11.0702,4.99821,152.679,1023.1095
264.25,1488.12,15.9,15.753,11.072,34.268886,30.2105,11.0701,5.00141,152.777,1023.1084
264.5,1488.12,15.85,15.703,11.0731,34.26846,30.2091,11.0713,5.01099,153.07,1023.107
264.75,1488.12,15.8,15.654,11.074,34.267667,30.2076,11.0722,5.01767,153.274,1023.1054
265,1488.12,15.747,15.601,11.0744,34.263646,30.2034,11.0726,5.02261,153.425,1023.1018
265.25,1488.12,15.692,15.546,11.0763,34.262427,30.2007,11.0745,5.01782,153.279,1023.0991
265.5,1488.13,15.631,15.486,11.0796,34.263036,30.1986,11.0777,5.01667,153.245,1023.0967
265.75,1488.13,15.566,15.421,11.081,34.262,30.1964,11.0792,5.01309,153.135,1023.0944
266,1488.12,15.495,15.352,11.0827,34.255907,30.1891,11.0809,5.01264,153.123,1023.0882
266.25,1488.13,15.424,15.281,11.0854,34.256759,30.1878,11.0836,5.0228,153.433,1023.0863
266.5,1488.13,15.354,15.212,11.0865,34.254627,30.1848,11.0847,5.02464,153.49,1023.0835
266.75,1488.13,15.291,15.149,11.0869,34.254017,30.1839,11.0852,5.03778,153.891,1023.0824
267,1488.13,15.238,15.096,11.0878,34.255662,30.1848,11.086,5.05109,154.298,1023.0828
267.25,1488.13,15.192,15.051,11.0878,34.25487,30.184,11.0861,5.06872,154.836,1023.0819
267.5,1488.13,15.146,15.005,11.0885,34.249996,30.1787,11.0868,5.09054,155.504,1023.0775
267.75,1488.12,15.092,14.952,11.091,34.241833,30.1688,11.0892,5.11643,156.296,1023.0691
268,1488.14,15.028,14.888,11.0962,34.246035,30.1685,11.0945,5.13842,156.968,1023.0677
268.25,1488.15,14.957,14.818,11.0983,34.247497,30.1683,11.0965,5.15924,157.604,1023.0669
268.5,1488.14,14.886,14.748,11.0991,34.242258,30.1626,11.0974,5.17411,158.059,1023.0619
268.75,1488.14,14.821,14.683,11.1012,34.240796,30.1594,11.0995,5.18811,158.487,1023.0589
269,1488.15,14.763,14.626,11.1022,34.24244,30.1602,11.1005,5.19864,158.808,1023.059
269.25,1488.14,14.71,14.574,11.1021,34.239516,30.1575,11.1004,5.21361,159.266,1023.0567
269.5,1488.14,14.659,14.523,11.1034,34.239942,30.1569,11.1017,5.23225,159.836,1023.0558
269.75,1488.15,14.608,14.473,11.1044,34.239759,30.1559,11.1027,5.23326,159.866,1023.0546
270,1488.15,14.554,14.419,11.1051,34.239333,30.155,11.1034,5.25158,160.426,1023.0535
270.25,1488.15,14.498,14.363,11.1058,34.237201,30.1523,11.1041,5.26973,160.981,1023.051
270.5,1488.14,14.435,14.301,11.1068,34.234886,30.1493,11.1051,5.28785,161.535,1023.0482
270.75,1488.15,14.365,14.232,11.1085,34.23385,30.1468,11.1069,5.30662,162.109,1023.0457
271,1488.15,14.294,14.161,11.1105,34.229647,30.1411,11.1088,5.32471,162.662,1023.0406
271.25,1488.15,14.227,14.095,11.1136,34.225262,30.1343,11.112,5.33625,163.016,1023.0345
271.5,1488.15,14.164,14.033,11.1166,34.223191,30.1299,11.115,5.34279,163.216,1023.0303
271.75,1488.16,14.103,13.972,11.1192,34.22252,30.1271,11.1176,5.35617,163.625,1023.0274
272,1488.16,14.047,13.917,11.1216,34.223616,30.1262,11.12,5.36878,164.011,1023.026
272.25,1488.16,13.993,13.863,11.1225,34.224408,30.1264,11.1208,5.37201,164.109,1023.0257
272.5,1488.16,13.943,13.814,11.1219,34.224407,30.1268,11.1203,5.38479,164.5,1023.026
272.75,1488.16,13.894,13.765,11.1223,34.223798,30.1259,11.1207,5.41456,165.409,1023.025
273,1488.16,13.842,13.714,11.1231,34.222763,30.1243,11.1215,5.44182,166.242,1023.0234
273.25,1488.16,13.785,13.657,11.1243,34.221057,30.1217,11.1227,5.45412,166.618,1023.0208
273.5,1488.16,13.716,13.589,11.1255,34.221057,30.1207,11.1239,5.47747,167.332,1023.0196
273.75,1488.16,13.641,13.515,11.1264,34.218986,30.118,11.1248,5.489,167.684,1023.017
274,1488.16,13.567,13.441,11.1284,34.211009,30.1086,11.1269,5.50549,168.189,1023.0089
274.25,1488.17,13.502,13.377,11.1329,34.211191,30.1051,11.1314,5.51908,168.605,1023.0052
274.5,1488.17,13.453,13.328,11.1358,34.210582,30.1021,11.1343,5.52832,168.888,1023.0021
274.75,1488.18,13.409,13.284,11.1375,34.211616,30.1018,11.136,5.53055,168.956,1023.0014
275,1488.18,13.363,13.239,11.1386,34.214356,30.1036,11.137,5.54428,169.375,1023.0024
275.25,1488.18,13.304,13.181,11.1383,34.213747,30.1033,11.1367,5.56281,169.941,1023.0019
275.5,1488.18,13.232,13.109,11.1378,34.214782,30.1047,11.1363,5.58393,170.586,1023.0028
275.75,1488.18,13.154,13.032,11.1371,34.214599,30.1052,11.1355,5.59362,170.882,1023.0029
276,1488.17,13.084,12.963,11.1367,34.209971,30.101,11.1351,5.60218,171.144,1022.9995
276.25,1488.17,13.028,12.908,11.1385,34.209728,30.0993,11.137,5.62213,171.754,1022.9976
276.5,1488.18,12.983,12.863,11.1399,34.211858,30.1003,11.1383,5.63184,172.051,1022.9979
276.75,1488.18,12.937,12.817,11.1397,34.213076,30.1017,11.1381,5.64135,172.341,1022.9988
277,1488.18,12.884,12.764,11.1394,34.212893,30.1017,11.1379,5.64858,172.562,1022.9986
277.25,1488.17,12.82,12.701,11.1394,34.211188,30.1001,11.1379,5.65643,172.802,1022.9971
277.5,1488.18,12.752,12.634,11.1403,34.211857,30.1,11.1388,5.65952,172.896,1022.9966
277.75,1488.17,12.69,12.572,11.1403,34.210822,30.0991,11.1388,5.6699,173.214,1022.9955
278,1488.17,12.632,12.515,11.1409,34.208265,30.096,11.1395,5.66827,173.164,1022.9928
278.25,1488.17,12.575,12.459,11.143,34.207655,30.0938,11.1415,5.66394,173.032,1022.9905
278.5,1488.18,12.511,12.395,11.1447,34.207655,30.0924,11.1432,5.66456,173.052,1022.9888
278.75,1488.18,12.438,12.323,11.1455,34.208933,30.093,11.1441,5.66681,173.12,1022.9888
279,1488.17,12.36,12.246,11.1452,34.205341,30.0898,11.1437,5.66295,173.003,1022.986
279.25,1488.18,12.292,12.178,11.1465,34.204062,30.0875,11.1451,5.66075,172.936,1022.9837
279.5,1488.18,12.238,12.124,11.1487,34.203453,30.0852,11.1473,5.65885,172.878,1022.9812
279.75,1488.18,12.198,12.085,11.1505,34.203452,30.0837,11.149,5.66399,173.035,1022.9796
280,1488.19,12.16,12.047,11.1521,34.205583,30.0845,11.1507,5.66327,173.013,1022.9798
280.25,1488.19,12.109,11.997,11.1513,34.20473,30.0844,11.1499,5.67304,173.312,1022.9796
280.5,1488.18,12.04,11.928,11.1514,34.20406,30.0836,11.15,5.68177,173.579,1022.9787
280.75,1488.18,11.955,11.844,11.1518,34.204486,30.0838,11.1504,5.69104,173.862,1022.9784
281,1488.18,11.869,11.759,11.1522,34.198824,30.0779,11.1508,5.70769,174.371,1022.9733
281.25,1488.18,11.794,11.685,11.1557,34.198215,30.0745,11.1543,5.71364,174.554,1022.9697
281.5,1488.19,11.736,11.628,11.1587,34.198214,30.0721,11.1573,5.71896,174.716,1022.9671
281.75,1488.19,11.689,11.581,11.1601,34.198214,30.071,11.1587,5.72281,174.834,1022.9658
282,1488.19,11.641,11.533,11.1611,34.197361,30.0693,11.1598,5.73296,175.145,1022.964
282.25,1488.2,11.586,11.478,11.1626,34.197787,30.0685,11.1613,5.74385,175.477,1022.9629
282.5,1488.2,11.522,11.415,11.1636,34.198456,30.0684,11.1622,5.75764,175.899,1022.9624
282.75,1488.2,11.454,11.348,11.1635,34.197786,30.0679,11.1621,5.76775,176.208,1022.9617
283,1488.2,11.384,11.278,11.1639,34.195473,30.0653,11.1625,5.77112,176.311,1022.9593
283.25,1488.2,11.316,11.211,11.1675,34.193585,30.0606,11.1661,5.79006,176.891,1022.9547
283.5,1488.21,11.248,11.144,11.1735,34.192975,30.0551,11.1721,5.79823,177.141,1022.9491
283.75,1488.22,11.179,11.076,11.1776,34.193401,30.0522,11.1763,5.807,177.409,1022.9458
284,1488.23,11.11,11.007,11.1784,34.194253,30.0524,11.1771,5.81225,177.57,1022.9456
284.25,1488.23,11.045,10.943,11.1796,34.194009,30.0512,11.1784,5.81916,177.781,1022.9441
284.5,1488.24,10.982,10.88,11.1832,34.194434,30.0487,11.1819,5.82917,178.087,1022.9413
284.75,1488.25,10.921,10.82,11.1868,34.194434,30.0458,11.1855,5.84803,178.664,1022.9381
285,1488.24,10.862,10.761,11.1867,34.195103,30.0465,11.1855,5.85949,179.014,1022.9384
285.25,1488.24,10.8,10.7,11.1852,34.194251,30.0469,11.184,5.87854,179.596,1022.9387
285.5,1488.24,10.737,10.638,11.1857,34.194677,30.047,11.1845,5.88928,179.924,1022.9384
285.75,1488.24,10.688,10.589,11.1858,34.194677,30.0469,11.1846,5.89795,180.189,1022.9381
286,1488.24,10.645,10.546,11.1865,34.194007,30.0458,11.1852,5.90893,180.525,1022.9369
286.25,1488.24,10.597,10.499,11.1889,34.19358,30.0434,11.1877,5.91938,180.844,1022.9344
286.5,1488.26,10.514,10.417,11.1962,34.19297,30.0369,11.195,5.93225,181.239,1022.9277
286.75,1488.28,10.458,10.361,11.2051,34.193213,30.0299,11.2039,5.93623,181.362,1022.9204
287,1488.3,10.388,10.292,11.2138,34.193394,30.023,11.2126,5.94187,181.535,1022.9133
287.25,1488.32,10.335,10.239,11.2206,34.193819,30.0179,11.2194,5.94573,181.654,1022.9079
287.5,1488.34,10.28,10.184,11.2265,34.194001,30.0133,11.2253,5.95535,181.949,1022.903
287.75,1488.34,10.221,10.126,11.2278,34.194427,30.0127,11.2266,5.97463,182.538,1022.9021
288,1488.33,10.162,10.068,11.2262,34.194427,30.014,11.225,5.98912,182.98,1022.9031
288.25,1488.33,10.1,10.006,11.2251,34.194427,30.0149,11.224,6.01956,183.91,1022.9037
288.5,1488.33,10.044,9.951,11.2245,34.19467,30.0157,11.2233,6.04255,184.612,1022.9042
288.75,1488.33,9.989,9.896,11.2254,34.19467,30.0149,11.2242,6.07201,185.512,1022.9032
289,1488.33,9.928,9.836,11.227,34.195278,30.0143,11.2258,6.09546,186.229,1022.9021
289.25,1488.34,9.859,9.768,11.2306,34.195887,30.012,11.2294,6.12353,187.087,1022.8994
289.5,1488.35,9.778,9.687,11.235,34.195703,30.0082,11.2339,6.13709,187.502,1022.8953
289.75,1488.37,9.699,9.609,11.2415,34.195885,30.0031,11.2404,6.14449,187.729,1022.8899
290,1488.39,9.634,9.544,11.2494,34.195701,29.9966,11.2483,6.14241,187.667,1022.8831
290.25,1488.4,9.589,9.5,11.2556,34.195639,29.9915,11.2544,6.1459,187.774,1022.878
290.5,1488.4,9.554,9.466,11.2567,34.196309,29.9912,11.2556,6.1469,187.805,1022.8774
290.75,1488.39,9.511,9.422,11.2529,34.196126,29.9942,11.2518,6.1531,187.994,1022.8801
291,1488.39,9.448,9.36,11.2506,34.196553,29.9965,11.2495,6.15758,188.13,1022.882
291.25,1488.39,9.369,9.282,11.2506,34.196309,29.9963,11.2495,6.1656,188.375,1022.8815
291.5,1488.39,9.285,9.199,11.2517,34.197587,29.9966,11.2507,6.18963,189.11,1022.8812
291.75,1488.4,9.215,9.13,11.2562,34.197586,29.993,11.2552,6.20733,189.651,1022.8773
292,1488.41,9.162,9.077,11.2601,34.196916,29.9893,11.259,6.21929,190.017,1022.8735
292.25,1488.41,9.113,9.029,11.2611,34.196307,29.9879,11.26,6.22724,190.26,1022.872
292.5,1488.4,9.059,8.976,11.2591,34.197159,29.9903,11.258,6.23686,190.554,1022.874
292.75,1488.4,8.998,8.914,11.2595,34.197342,29.9902,11.2585,6.23556,190.514,1022.8736
293,1488.4,8.932,8.85,11.2607,34.196306,29.9882,11.2597,6.24154,190.697,1022.8715
293.25,1488.4,8.871,8.789,11.2609,34.196732,29.9885,11.2598,6.2386,190.607,1022.8715
293.5,1488.41,8.811,8.73,11.2612,34.19801,29.9896,11.2601,6.23869,190.61,1022.872
293.75,1488.41,8.749,8.668,11.2619,34.204037,29.9949,11.2609,6.2371,190.561,1022.8756
294,1488.43,8.68,8.6,11.2685,34.205559,29.991,11.2674,6.23009,190.347,1022.8712
294.25,1488.44,8.606,8.527,11.2758,34.20093,29.9806,11.2748,6.24805,190.898,1022.8615
