Time,Sound Velocity ,Pressure,Depth,Temperature ,Conductivity ,Salinity,Potential Temperature,Oxygen [mg/l],Oxygen [umol/Kg],Density
0,1492.3,1.369,1.356,12.1304,35.79051,30.8166,12.1302,4.02238,122.837,1023.3244
0.25,1492.31,1.362,1.35,12.1317,35.793672,30.8185,12.1315,4.00786,122.393,1023.3256
0.5,1492.31,1.356,1.344,12.1405,35.777739,30.7961,12.1403,3.99377,121.965,1023.3066
0.75,1492.31,1.357,1.344,12.1569,35.738385,30.745,12.1567,3.98219,121.617,1023.2639
1,1492.29,1.364,1.352,12.1653,35.706048,30.7071,12.1651,3.9729,121.337,1023.2331
1.25,1492.29,1.375,1.362,12.1634,35.706296,30.709,12.1632,3.97787,121.488,1023.2349
1.5,1492.32,1.377,1.364,12.1619,35.735596,30.7382,12.1617,3.9774,121.471,1023.2579
1.75,1492.34,1.37,1.358,12.173,35.730948,30.7246,12.1729,3.97743,121.474,1023.2452
2,1491.34,1.36,1.347,12.1628,34.868991,29.9122,12.1628,4.00249,121.474,1022.6168
2.25,1490.29,1.356,1.343,11.8812,34.57332,29.8543,11.8811,4.00995,122.541,1022.6236
2.5,1489.37,1.361,1.349,11.5226,34.554897,30.126,11.5224,3.99368,122.011,1022.8984
2.75,1488.8,1.372,1.36,11.304,34.544958,30.2949,11.3039,3.98192,121.632,1023.0679
3,1488.5,1.378,1.365,11.1904,34.536719,30.3804,11.1902,4.05357,123.81,1023.1541
3.25,1488.35,1.373,1.361,11.1324,34.534159,30.4258,11.1322,4.23965,129.488,1023.1994
3.5,1488.28,1.358,1.346,11.1044,34.533551,30.4483,11.1042,4.52108,138.08,1023.2217
3.75,1488.24,1.346,1.333,11.0914,34.53013,30.4558,11.0912,4.86865,148.694,1023.2297
4,1488.22,1.342,1.329,11.0841,34.527625,30.4593,11.0839,5.24245,160.11,1023.2337
4.25,1488.2,1.349,1.336,11.0794,34.523348,30.459,11.0793,5.6113,171.375,1023.2343
4.5,1488.2,1.358,1.346,11.0758,34.52402,30.4627,11.0756,5.9348,181.254,1023.2379
4.75,1488.19,1.364,1.352,11.074,34.523776,30.4639,11.0738,6.18174,188.796,1023.2392
5,1488.19,1.358,1.345,11.0735,34.524448,30.465,11.0734,6.33219,193.39,1023.24
5.25,1488.19,1.346,1.333,11.0739,34.52677,30.4669,11.0738,6.39357,195.265,1023.2414
5.5,1488.2,1.334,1.322,11.076,34.528665,30.4671,11.0758,6.40654,195.661,1023.2411
5.75,1488.21,1.332,1.32,11.0785,34.529703,30.466,11.0784,6.39215,195.222,1023.2398
6,1488.22,1.338,1.325,11.0808,34.530559,30.465,11.0806,6.35732,194.158,1023.2387
6.25,1488.22,1.352,1.339,11.0826,34.530131,30.463,11.0824,6.31497,192.865,1023.2369
6.5,1488.19,1.364,1.352,11.0826,34.505567,30.439,11.0824,6.27349,191.602,1023.2183
6.75,1488.15,1.369,1.356,11.0707,34.492861,30.4364,11.0706,6.21891,189.935,1023.2183
7,1488.1,1.358,1.346,11.0548,34.490541,30.4473,11.0546,6.17755,188.669,1023.2295
7.25,1488.08,1.338,1.325,11.0439,34.492436,30.4582,11.0437,6.13617,187.404,1023.2398
7.5,1488.07,1.318,1.305,11.0395,34.49989,30.4691,11.0393,6.09371,186.105,1023.249
7.75,1488.08,1.305,1.293,11.0414,34.5005,30.4681,11.0413,6.05257,184.849,1023.2478
8,1488.08,1.307,1.295,11.044,34.496285,30.4619,11.0439,6.00596,183.427,1023.2425
8.25,1488.08,1.321,1.309,11.0435,34.493963,30.46,11.0434,5.97053,182.345,1023.2411
8.5,1488.08,1.343,1.33,11.0417,34.496896,30.4644,11.0415,5.93425,181.236,1023.245
8.75,1488.08,1.365,1.353,11.0421,34.500928,30.468,11.042,5.90217,180.256,1023.2478
9,1488.09,1.382,1.369,11.0445,34.497568,30.4627,11.0443,5.8658,179.146,1023.2434
9.25,1488.1,1.387,1.375,11.0459,34.505143,30.469,11.0457,5.85014,178.667,1023.248
9.5,1488.11,1.376,1.363,11.0503,34.503065,30.4633,11.0501,5.83114,178.088,1023.2428
9.75,1488.11,1.35,1.337,11.0526,34.504531,30.4628,11.0524,5.82325,177.847,1023.2419
10,1488.12,1.322,1.31,11.0539,34.506608,30.4638,11.0538,5.81159,177.49,1023.2423
10.25,1488.13,1.302,1.29,11.0557,34.508991,30.4646,11.0556,5.79794,177.074,1023.2425
10.5,1488.13,1.3,1.288,11.0585,34.509602,30.4629,11.0583,5.79675,177.037,1023.2408
10.75,1488.14,1.311,1.299,11.0604,34.507891,30.4596,11.0603,5.79059,176.85,1023.2379
11,1488.14,1.331,1.318,11.0612,34.507707,30.4588,11.061,5.79359,176.942,1023.2373
11.25,1488.14,1.369,1.357,11.0609,34.50728,30.4586,11.0607,5.78676,176.733,1023.2373
11.5,1488.13,1.413,1.4,11.0602,34.502209,30.4543,11.06,5.78697,176.74,1023.2342
11.75,1488.12,1.451,1.438,11.0574,34.499644,30.454,11.0572,5.80069,177.159,1023.2347
12,1488.11,1.474,1.461,11.0539,34.498789,30.4561,11.0537,5.80142,177.181,1023.237
12.25,1488.1,1.492,1.478,11.0513,34.493719,30.4533,11.0511,5.81037,177.455,1023.2354
12.5,1488.09,1.514,1.5,11.0473,34.493964,30.4568,11.0471,5.80039,177.149,1023.2389
12.75,1488.09,1.548,1.534,11.0448,34.497263,30.4621,11.0446,5.81672,177.647,1023.2436
13,1488.09,1.595,1.58,11.046,34.498362,30.4621,11.0458,5.8205,177.763,1023.2436
13.25,1488.1,1.645,1.63,11.0477,34.497324,30.4597,11.0475,5.81775,177.679,1023.2417
13.5,1488.1,1.695,1.679,11.0483,34.49879,30.4606,11.0481,5.81353,177.55,1023.2425
13.75,1488.11,1.734,1.718,11.0492,34.502822,30.4638,11.049,5.80649,177.335,1023.245
14,1488.12,1.77,1.753,11.0524,34.505144,30.4634,11.0522,5.82547,177.914,1023.2443
14.25,1488.13,1.807,1.791,11.0554,34.506854,30.4626,11.0552,5.81175,177.496,1023.2433
14.5,1488.14,1.85,1.833,11.0583,34.507709,30.461,11.058,5.79898,177.106,1023.2418
14.75,1488.15,1.89,1.872,11.0604,34.507037,30.4586,11.0601,5.79329,176.933,1023.2398
15,1488.15,1.924,1.906,11.0614,34.505143,30.4559,11.0612,5.78643,176.724,1023.2376
15.25,1488.15,1.952,1.934,11.0608,34.507893,30.459,11.0606,5.79248,176.908,1023.2403
15.5,1488.15,1.984,1.966,11.0615,34.510887,30.4614,11.0613,5.81091,177.47,1023.2422
15.75,1488.16,2.027,2.008,11.0639,34.509176,30.4577,11.0637,5.79662,177.035,1023.2391
16,1488.15,2.082,2.063,11.0637,34.497568,30.4465,11.0635,5.80927,177.422,1023.2306
16.25,1488.11,2.14,2.12,11.0568,34.485352,30.4402,11.0566,5.81413,177.571,1023.2272
16.5,1488.08,2.193,2.173,11.0452,34.47784,30.4425,11.0449,5.81183,177.501,1023.2312
16.75,1488.04,2.225,2.205,11.0328,34.470879,30.4459,11.0326,5.82274,177.833,1023.2361
17,1488,2.248,2.227,11.0221,34.457385,30.4416,11.0218,5.81765,177.678,1023.2347
17.25,1487.96,2.266,2.245,11.0087,34.452746,30.448,11.0085,5.82482,177.895,1023.2421
17.5,1487.93,2.291,2.269,10.9978,34.452503,30.4569,10.9975,5.81997,177.746,1023.251
17.75,1487.91,2.327,2.305,10.9914,34.449146,30.4589,10.9911,5.81959,177.734,1023.2538
18,1487.9,2.373,2.352,10.9866,34.448475,30.4622,10.9863,5.80693,177.346,1023.2574
18.25,1487.89,2.421,2.399,10.9836,34.446582,30.4628,10.9833,5.80064,177.154,1023.2587
18.5,1487.88,2.47,2.447,10.9813,34.447682,30.4658,10.981,5.77725,176.439,1023.2616
18.75,1487.88,2.516,2.492,10.9804,34.4464,30.4652,10.9801,5.74897,175.576,1023.2615
19,1487.87,2.562,2.538,10.9791,34.44176,30.4617,10.9788,5.72909,174.969,1023.2592
19.25,1487.86,2.605,2.581,10.9761,34.441333,30.4638,10.9758,5.70393,174.2,1023.2616
19.5,1487.86,2.644,2.619,10.974,34.442616,30.4668,10.9737,5.70305,174.173,1023.2644
19.75,1487.86,2.675,2.651,10.9733,34.444509,30.4692,10.973,5.68219,173.536,1023.2665
20,1487.86,2.704,2.679,10.974,34.444264,30.4683,10.9737,5.67447,173.3,1023.2659
20.25,1487.86,2.736,2.711,10.9743,34.443227,30.4671,10.974,5.66944,173.146,1023.265
20.5,1487.86,2.774,2.748,10.974,34.441334,30.4654,10.9737,5.66475,173.003,1023.2639
20.75,1487.86,2.818,2.792,10.9729,34.441762,30.4668,10.9726,5.66388,172.977,1023.2654
21,1487.86,2.869,2.842,10.9722,34.440907,30.4665,10.9719,5.6601,172.861,1023.2655
21.25,1487.85,2.91,2.883,10.9711,34.439442,30.4659,10.9708,5.65573,172.728,1023.2654
21.5,1487.85,2.943,2.916,10.9692,34.438588,30.4667,10.9688,5.64472,172.391,1023.2665
21.75,1487.84,2.969,2.942,10.9673,34.438161,30.4678,10.967,5.65359,172.662,1023.2678
22,1487.84,3.002,2.974,10.9663,34.434376,30.465,10.9659,5.64761,172.48,1023.2659
22.25,1487.82,3.042,3.014,10.9626,34.428883,30.4626,10.9623,5.6416,172.296,1023.2649
22.5,1487.81,3.097,3.068,10.9564,34.430349,30.4692,10.956,5.64799,172.491,1023.2713
22.75,1487.8,3.158,3.129,10.9531,34.429739,30.4712,10.9528,5.65198,172.612,1023.2738
23,1487.8,3.216,3.186,10.9515,34.43328,30.476,10.9512,5.65009,172.554,1023.278
23.25,1487.81,3.26,3.23,10.9528,34.43328,30.4749,10.9524,5.64679,172.453,1023.2772
23.5,1487.8,3.295,3.264,10.9541,34.428213,30.4689,10.9537,5.64078,172.27,1023.2724
23.75,1487.79,3.324,3.293,10.9508,34.421072,30.4646,10.9505,5.64299,172.338,1023.2697
24,1487.77,3.357,3.326,10.9438,34.420402,30.4697,10.9434,5.63357,172.05,1023.2751
24.25,1487.76,3.399,3.367,10.9391,34.422722,30.4759,10.9387,5.63619,172.129,1023.2809
24.5,1487.76,3.445,3.413,10.9384,34.42083,30.4746,10.938,5.62226,171.703,1023.2803
24.75,1487.74,3.492,3.459,10.937,34.41137,30.4665,10.9366,5.62715,171.854,1023.2743
25,1487.72,3.532,3.499,10.93,34.407587,30.4686,10.9296,5.63215,172.006,1023.2774
25.25,1487.7,3.571,3.538,10.9218,34.402096,30.4699,10.9214,5.63206,172.003,1023.28
25.5,1487.67,3.609,3.575,10.9138,34.401303,30.4758,10.9134,5.62617,171.822,1023.2861
25.75,1487.66,3.645,3.611,10.9086,34.400633,30.4795,10.9082,5.61829,171.581,1023.29
26,1487.66,3.687,3.653,10.9055,34.40399,30.4853,10.9051,5.61457,171.466,1023.2953
26.25,1487.66,3.738,3.704,10.9063,34.406736,30.4873,10.9059,5.5983,170.969,1023.2969
26.5,1487.68,3.796,3.761,10.9101,34.415585,30.4929,10.9096,5.59205,170.778,1023.3009
26.75,1487.7,3.858,3.822,10.9173,34.411556,30.4829,10.9168,5.57684,170.315,1023.2921
27,1487.7,3.914,3.877,10.9204,34.406064,30.4749,10.9199,5.56266,169.883,1023.2856
27.25,1487.69,3.955,3.919,10.918,34.400389,30.4712,10.9176,5.55576,169.673,1023.2834
27.5,1487.67,3.978,3.942,10.9116,34.398315,30.4745,10.9112,5.55068,169.517,1023.2872
27.75,1487.66,3.999,3.962,10.906,34.397034,30.478,10.9055,5.5471,169.407,1023.2909
28,1487.65,4.026,3.989,10.9016,34.399964,30.4845,10.9011,5.54805,169.435,1023.2968
28.25,1487.64,4.068,4.031,10.9006,34.397889,30.4833,10.9001,5.55242,169.568,1023.2963
28.5,1487.64,4.12,4.081,10.8999,34.397035,30.4829,10.8995,5.54279,169.274,1023.2963
28.75,1487.64,4.175,4.137,10.8987,34.399537,30.4864,10.8982,5.54708,169.405,1023.2995
29,1487.64,4.225,4.186,10.8992,34.397463,30.4839,10.8987,5.5464,169.385,1023.2977
29.25,1487.64,4.272,4.233,10.8989,34.395999,30.4827,10.8984,5.54504,169.343,1023.297
29.5,1487.64,4.322,4.282,10.8975,34.395999,30.4838,10.897,5.5384,169.14,1023.2984
29.75,1487.63,4.375,4.335,10.8968,34.393619,30.482,10.8963,5.53431,169.015,1023.2973
30,1487.62,4.427,4.386,10.8944,34.387091,30.4777,10.8938,5.5286,168.842,1023.2946
30.25,1487.6,4.47,4.428,10.8877,34.381418,30.4776,10.8872,5.52729,168.801,1023.2959
30.5,1487.57,4.503,4.461,10.8784,34.378247,30.4822,10.8779,5.52909,168.855,1023.3011
30.75,1487.55,4.526,4.484,10.8697,34.377028,30.4882,10.8692,5.52393,168.697,1023.3075
31,1487.54,4.551,4.508,10.8637,34.379469,30.4956,10.8632,5.52502,168.729,1023.3143
31.25,1487.53,4.582,4.539,10.8621,34.38014,30.4975,10.8616,5.516,168.453,1023.3163
31.5,1487.53,4.629,4.586,10.8627,34.379347,30.4963,10.8621,5.51176,168.324,1023.3154
31.75,1487.53,4.688,4.645,10.863,34.376785,30.4935,10.8625,5.5072,168.185,1023.3134
32,1487.53,4.754,4.71,10.8617,34.376358,30.4941,10.8612,5.50288,168.053,1023.3144
32.25,1487.53,4.815,4.77,10.8605,34.376359,30.4951,10.86,5.48903,167.63,1023.3157
32.5,1487.53,4.867,4.822,10.8596,34.376603,30.4961,10.859,5.47901,167.324,1023.3169
32.75,1487.53,4.903,4.857,10.8593,34.375932,30.4956,10.8587,5.46548,166.911,1023.3167
33,1487.52,4.933,4.887,10.8587,34.375078,30.4953,10.8581,5.45823,166.689,1023.3167
33.25,1487.52,4.966,4.92,10.8578,34.375749,30.4967,10.8572,5.44866,166.397,1023.318
33.5,1487.52,5.007,4.961,10.8575,34.37575,30.4969,10.857,5.4386,166.089,1023.3184
33.75,1487.52,5.055,5.009,10.8577,34.373859,30.4949,10.8571,5.42763,165.755,1023.3171
34,1487.52,5.104,5.057,10.8559,34.374286,30.4968,10.8553,5.43222,165.895,1023.3191
34.25,1487.51,5.149,5.101,10.8549,34.372761,30.4961,10.8543,5.43345,165.932,1023.3189
34.5,1487.51,5.184,5.136,10.8538,34.374897,30.4991,10.8532,5.4288,165.79,1023.3216
34.75,1487.51,5.216,5.168,10.8542,34.373616,30.4974,10.8536,5.43322,165.925,1023.3204
35,1487.52,5.253,5.204,10.8543,34.373433,30.4972,10.8537,5.42695,165.734,1023.3203
35.25,1487.51,5.297,5.248,10.8533,34.372762,30.4973,10.8527,5.4317,165.879,1023.3208
35.5,1487.51,5.348,5.298,10.8518,34.371969,30.4978,10.8512,5.41909,165.493,1023.3217
35.75,1487.5,5.403,5.353,10.85,34.369652,30.497,10.8494,5.42437,165.655,1023.3216
36,1487.49,5.453,5.402,10.8467,34.368798,30.4989,10.8461,5.4244,165.655,1023.3239
36.25,1487.49,5.495,5.444,10.8434,34.368799,30.5016,10.8428,5.43532,165.988,1023.3267
36.5,1487.48,5.53,5.479,10.8417,34.370263,30.5044,10.8411,5.44228,166.2,1023.3294
36.75,1487.49,5.566,5.514,10.8422,34.369836,30.5036,10.8416,5.43462,165.967,1023.3288
37,1487.48,5.607,5.555,10.8423,34.368799,30.5025,10.8417,5.43306,165.919,1023.3281
37.25,1487.48,5.658,5.605,10.8408,34.367518,30.5024,10.8402,5.4165,165.413,1023.3285
37.5,1487.47,5.708,5.655,10.8384,34.366238,30.5032,10.8377,5.41818,165.465,1023.3298
37.75,1487.47,5.75,5.697,10.8357,34.366238,30.5054,10.835,5.4077,165.144,1023.3322
38,1487.46,5.786,5.732,10.8337,34.366666,30.5075,10.833,5.40267,164.99,1023.3343
38.25,1487.46,5.817,5.763,10.8324,34.365629,30.5075,10.8318,5.40178,164.963,1023.3347
38.5,1487.45,5.847,5.793,10.8301,34.364348,30.5081,10.8295,5.40249,164.985,1023.3357
38.75,1487.44,5.888,5.834,10.8275,34.363129,30.5091,10.8268,5.41243,165.288,1023.3371
39,1487.44,5.936,5.881,10.8245,34.362031,30.5105,10.8238,5.40906,165.185,1023.3389
39.25,1487.43,5.993,5.938,10.8219,34.361422,30.512,10.8212,5.40687,165.118,1023.3408
39.5,1487.43,6.049,5.993,10.8201,34.361239,30.5133,10.8194,5.39831,164.856,1023.3423
39.75,1487.42,6.098,6.042,10.8192,34.36124,30.514,10.8185,5.38823,164.548,1023.3433
40,1487.43,6.139,6.082,10.8188,34.362277,30.5154,10.8181,5.38393,164.417,1023.3446
40.25,1487.43,6.174,6.117,10.8197,34.362704,30.5151,10.819,5.38215,164.362,1023.3443
40.5,1487.43,6.217,6.159,10.8206,34.362033,30.5136,10.8199,5.37373,164.105,1023.3433
40.75,1487.43,6.26,6.202,10.8203,34.359959,30.5119,10.8195,5.36988,163.988,1023.3421
41,1487.42,6.303,6.245,10.8168,34.358679,30.5134,10.8161,5.37064,164.011,1023.3442
41.25,1487.41,6.34,6.282,10.8116,34.35807,30.5171,10.8109,5.36695,163.898,1023.3481
41.5,1487.4,6.372,6.313,10.8071,34.358924,30.5218,10.8063,5.36221,163.752,1023.3526
41.75,1487.39,6.406,6.347,10.804,34.358071,30.5235,10.8033,5.35908,163.656,1023.3546
42,1487.38,6.452,6.392,10.8009,34.357034,30.525,10.8001,5.3558,163.556,1023.3566
42.25,1487.37,6.504,6.444,10.7972,34.356608,30.5276,10.7965,5.35153,163.425,1023.3594
42.5,1487.36,6.554,6.493,10.7942,34.356364,30.5299,10.7935,5.35151,163.424,1023.3619
42.75,1487.36,6.599,6.538,10.791,34.356609,30.5328,10.7902,5.34751,163.301,1023.365
43,1487.35,6.638,6.577,10.7888,34.356792,30.5348,10.7881,5.34244,163.146,1023.367
43.25,1487.35,6.679,6.617,10.7874,34.355756,30.5349,10.7867,5.33249,162.842,1023.3676
43.5,1487.34,6.731,6.668,10.7854,34.355512,30.5364,10.7846,5.33317,162.863,1023.3693
43.75,1487.34,6.789,6.726,10.783,34.354903,30.5377,10.7822,5.32892,162.733,1023.371
44,1487.33,6.842,6.779,10.7804,34.354903,30.5399,10.7796,5.32183,162.516,1023.3734
44.25,1487.33,6.877,6.813,10.7786,34.355086,30.5415,10.7778,5.31832,162.409,1023.3751
44.5,1487.32,6.901,6.837,10.778,34.355331,30.5423,10.7772,5.3109,162.182,1023.3759
44.75,1487.33,6.924,6.86,10.7784,34.355819,30.5424,10.7776,5.31115,162.19,1023.3761
45,1487.33,6.956,6.892,10.7787,34.355331,30.5417,10.7779,5.30501,162.002,1023.3756
45.25,1487.33,7.002,6.937,10.7773,34.355514,30.543,10.7765,5.30457,161.988,1023.377
45.5,1487.32,7.064,6.998,10.7744,34.354905,30.5448,10.7736,5.29962,161.837,1023.3792
45.75,1487.31,7.122,7.057,10.7707,34.355332,30.5483,10.7699,5.29389,161.661,1023.3828
46,1487.3,7.178,7.111,10.7656,34.35576,30.5529,10.7648,5.29516,161.7,1023.3875
46.25,1487.28,7.222,7.155,10.7582,34.356371,30.5597,10.7574,5.28936,161.521,1023.3943
46.5,1487.26,7.264,7.196,10.7493,34.356616,30.5674,10.7485,5.28391,161.354,1023.4019
46.75,1487.25,7.302,7.234,10.7438,34.356617,30.5719,10.743,5.2817,161.286,1023.4066
47,1487.24,7.339,7.272,10.7412,34.356373,30.5738,10.7404,5.27565,161.101,1023.4087
47.25,1487.24,7.376,7.308,10.74,34.3568,30.5753,10.7391,5.26285,160.71,1023.4102
47.5,1487.24,7.405,7.336,10.7391,34.35741,30.5766,10.7383,5.2668,160.83,1023.4114
47.75,1487.23,7.428,7.359,10.7381,34.358081,30.5781,10.7373,5.2575,160.546,1023.4129
48,1487.23,7.457,7.388,10.7367,34.358692,30.5798,10.7359,5.24839,160.267,1023.4146
48.25,1487.23,7.504,7.434,10.735,34.358692,30.5813,10.7341,5.24643,160.207,1023.4163
48.5,1487.22,7.57,7.5,10.7332,34.358082,30.5822,10.7323,5.23668,159.909,1023.4176
48.75,1487.22,7.638,7.567,10.7313,34.358266,30.5839,10.7304,5.23404,159.828,1023.4195
49,1487.22,7.699,7.628,10.7298,34.358693,30.5856,10.7289,5.23643,159.901,1023.4214
49.25,1487.22,7.741,7.669,10.7286,34.359974,30.5878,10.7277,5.23006,159.706,1023.4235
49.5,1487.21,7.78,7.707,10.7267,34.361255,30.5906,10.7258,5.21941,159.381,1023.4262
49.75,1487.21,7.811,7.739,10.7234,34.361866,30.5939,10.7226,5.21897,159.367,1023.4295
50,1487.2,7.843,7.77,10.7204,34.362293,30.5969,10.7195,5.21928,159.376,1023.4325
50.25,1487.2,7.871,7.798,10.7183,34.362294,30.5986,10.7174,5.21407,159.217,1023.4343
50.5,1487.19,7.901,7.828,10.7168,34.361867,30.5994,10.7159,5.21341,159.196,1023.4353
50.75,1487.19,7.927,7.853,10.7165,34.361623,30.5995,10.7156,5.20582,158.965,1023.4355
51,1487.19,7.954,7.88,10.7165,34.362477,30.6003,10.7156,5.20763,159.019,1023.4363
51.25,1487.19,7.993,7.919,10.7165,34.363148,30.6009,10.7156,5.20803,159.032,1023.4369
51.5,1487.19,8.051,7.977,10.7164,34.361867,30.5997,10.7155,5.20547,158.954,1023.4363
51.75,1487.19,8.121,8.046,10.7155,34.362295,30.6009,10.7145,5.19655,158.681,1023.4376
52,1487.19,8.189,8.113,10.7121,34.363637,30.605,10.7112,5.19219,158.548,1023.4417
52.25,1487.18,8.235,8.158,10.707,34.367359,30.613,10.706,5.1867,158.379,1023.449
52.5,1487.17,8.263,8.186,10.7007,34.369251,30.6201,10.6998,5.18348,158.279,1023.4557
52.75,1487.16,8.287,8.21,10.6965,34.369861,30.6242,10.6956,5.17394,157.987,1023.4597
53,1487.15,8.315,8.238,10.6925,34.370716,30.6284,10.6915,5.17448,158.003,1023.4638
53.25,1487.14,8.341,8.264,10.6897,34.370533,30.6305,10.6888,5.17753,158.096,1023.466
53.5,1487.14,8.37,8.292,10.6896,34.371753,30.6318,10.6886,5.16878,157.829,1023.4672
